Position: x = 0.00240719, y = 0.00485368
Position: x = 0.303548, y = 5.35804
Position: x = 0.322117, y = 5.36525
Position: x = 0.340846, y = 5.37256
Position: x = 0.359472, y = 5.37975
Position: x = 0.378144, y = 5.38689
Position: x = 0.396748, y = 5.39388
Position: x = 0.41555, y = 5.40094
Position: x = 0.434481, y = 5.40792
Position: x = 0.453272, y = 5.41465
Position: x = 0.47216, y = 5.42127
Position: x = 0.491014, y = 5.42766
Position: x = 0.509986, y = 5.43398
Position: x = 0.529085, y = 5.44024
Position: x = 0.548283, y = 5.44643
Position: x = 0.567326, y = 5.45233
Position: x = 0.586378, y = 5.45806
Position: x = 0.60554, y = 5.46377
Position: x = 0.623812, y = 5.46916
Position: x = 0.64094, y = 5.47408
Position: x = 0.656999, y = 5.47845
Position: x = 0.671903, y = 5.48248
Position: x = 0.685831, y = 5.48607
Position: x = 0.69893, y = 5.48928
Position: x = 0.710996, y = 5.49227
Position: x = 0.721931, y = 5.49516
Position: x = 0.731843, y = 5.49775
Position: x = 0.740595, y = 5.50009
Position: x = 0.748303, y = 5.50222
Position: x = 0.755135, y = 5.50381
Position: x = 0.760919, y = 5.50508
Position: x = 0.765611, y = 5.50619
Position: x = 0.769319, y = 5.50714
Position: x = 0.772042, y = 5.50795
Position: x = 0.773779, y = 5.50878
Position: x = 0.774329, y = 5.5095
Position: x = 0.773824, y = 5.51027
Position: x = 0.77216, y = 5.51121
Position: x = 0.769544, y = 5.51234
Position: x = 0.765727, y = 5.51371
Position: x = 0.760927, y = 5.51549
Position: x = 0.755198, y = 5.51771
Position: x = 0.748491, y = 5.52042
Position: x = 0.742038, y = 5.52336
Position: x = 0.73574, y = 5.52652
Position: x = 0.72953, y = 5.5299
Position: x = 0.723487, y = 5.53356
Position: x = 0.717591, y = 5.53738
Position: x = 0.712342, y = 5.54111
Position: x = 0.707308, y = 5.54509
Position: x = 0.702298, y = 5.54913
Position: x = 0.697487, y = 5.55339
Position: x = 0.693083, y = 5.55766
Position: x = 0.690526, y = 5.5608
Position: x = 0.688042, y = 5.56402
Position: x = 0.685708, y = 5.56733
Position: x = 0.68352, y = 5.57069
Position: x = 0.681364, y = 5.57428
Position: x = 0.679129, y = 5.57825
Position: x = 0.677114, y = 5.58217
Position: x = 0.67521, y = 5.58619
Position: x = 0.673437, y = 5.59038
Position: x = 0.671762, y = 5.59479
Position: x = 0.670148, y = 5.59947
Position: x = 0.668718, y = 5.60418
Position: x = 0.667497, y = 5.6088
Position: x = 0.666375, y = 5.61361
Position: x = 0.665369, y = 5.61898
Position: x = 0.664131, y = 5.62544
Position: x = 0.662857, y = 5.63287
Position: x = 0.661832, y = 5.64045
Position: x = 0.661107, y = 5.64804
Position: x = 0.660655, y = 5.65562
Position: x = 0.660446, y = 5.66325
Position: x = 0.660555, y = 5.67093
Position: x = 0.660986, y = 5.67858
Position: x = 0.661721, y = 5.68618
Position: x = 0.66275, y = 5.69372
Position: x = 0.66409, y = 5.70117
Position: x = 0.665695, y = 5.70859
Position: x = 0.667589, y = 5.71596
Position: x = 0.669789, y = 5.72326
Position: x = 0.672274, y = 5.73048
Position: x = 0.675079, y = 5.73757
Position: x = 0.678161, y = 5.74456
Position: x = 0.681475, y = 5.7515
Position: x = 0.685084, y = 5.75828
Position: x = 0.688984, y = 5.76471
Position: x = 0.692634, y = 5.76987
Position: x = 0.695835, y = 5.7739
Position: x = 0.698536, y = 5.77683
Position: x = 0.700695, y = 5.77852
Position: x = 0.702212, y = 5.77904
Position: x = 0.703033, y = 5.77852
Position: x = 0.703085, y = 5.77702
Position: x = 0.70229, y = 5.77461
Position: x = 0.700458, y = 5.77121
Position: x = 0.697658, y = 5.76706
Position: x = 0.693813, y = 5.7622
Position: x = 0.688866, y = 5.75671
Position: x = 0.682658, y = 5.75059
Position: x = 0.675199, y = 5.744
Position: x = 0.666522, y = 5.73702
Position: x = 0.656641, y = 5.72968
Position: x = 0.645322, y = 5.72215
Position: x = 0.632443, y = 5.71461
Position: x = 0.618187, y = 5.70708
Position: x = 0.602468, y = 5.69977
Position: x = 0.585456, y = 5.69249
Position: x = 0.566853, y = 5.68551
Position: x = 0.547181, y = 5.67907
Position: x = 0.527437, y = 5.67326
Position: x = 0.507402, y = 5.66835
Position: x = 0.487086, y = 5.66436
Position: x = 0.466947, y = 5.66086
Position: x = 0.446504, y = 5.6584
Position: x = 0.426049, y = 5.65683
Position: x = 0.405603, y = 5.65592
Position: x = 0.385188, y = 5.65556
Position: x = 0.36485, y = 5.65573
Position: x = 0.344445, y = 5.65659
Position: x = 0.324243, y = 5.65788
Position: x = 0.303881, y = 5.66006
Position: x = 0.283634, y = 5.66268
Position: x = 0.263575, y = 5.66569
Position: x = 0.243515, y = 5.6693
Position: x = 0.223769, y = 5.67319
Position: x = 0.203968, y = 5.67779
Position: x = 0.184511, y = 5.68251
Position: x = 0.164977, y = 5.68778
Position: x = 0.145587, y = 5.69339
Position: x = 0.126287, y = 5.69938
Position: x = 0.107118, y = 5.70572
Position: x = 0.0881219, y = 5.7124
Position: x = 0.0693529, y = 5.71937
Position: x = 0.0506511, y = 5.7268
Position: x = 0.0321272, y = 5.73465
Position: x = 0.0138264, y = 5.74275
Position: x = -0.00450653, y = 5.75112
Position: x = -0.0225986, y = 5.75946
Position: x = -0.0407467, y = 5.76808
Position: x = -0.0586489, y = 5.7767
Position: x = -0.0765416, y = 5.78547
Position: x = -0.0944527, y = 5.79435
Position: x = -0.112274, y = 5.80322
Position: x = -0.130125, y = 5.81222
Position: x = -0.147863, y = 5.82119
Position: x = -0.165637, y = 5.83028
Position: x = -0.183299, y = 5.8393
Position: x = -0.201047, y = 5.84841
Position: x = -0.218794, y = 5.85754
Position: x = -0.236469, y = 5.86659
Position: x = -0.254155, y = 5.87565
Position: x = -0.271796, y = 5.88462
Position: x = -0.289546, y = 5.89362
Position: x = -0.307324, y = 5.90255
Position: x = -0.325068, y = 5.91129
Position: x = -0.342986, y = 5.92004
Position: x = -0.360801, y = 5.92846
Position: x = -0.378711, y = 5.93672
Position: x = -0.39678, y = 5.94487
Position: x = -0.414964, y = 5.95279
Position: x = -0.433163, y = 5.96044
Position: x = -0.451589, y = 5.96802
Position: x = -0.46992, y = 5.97523
Position: x = -0.488445, y = 5.98234
Position: x = -0.506978, y = 5.9892
Position: x = -0.525734, y = 5.99598
Position: x = -0.54437, y = 6.00234
Position: x = -0.563118, y = 6.00843
Position: x = -0.582105, y = 6.01434
Position: x = -0.60109, y = 6.01989
Position: x = -0.620107, y = 6.02509
Position: x = -0.639399, y = 6.02999
Position: x = -0.658581, y = 6.03459
Position: x = -0.678053, y = 6.03874
Position: x = -0.697629, y = 6.04238
Position: x = -0.717304, y = 6.04558
Position: x = -0.736954, y = 6.04866
Position: x = -0.756768, y = 6.05148
Position: x = -0.776472, y = 6.0542
Position: x = -0.79632, y = 6.05672
Position: x = -0.816182, y = 6.0592
Position: x = -0.836076, y = 6.06155
Position: x = -0.856004, y = 6.06362
Position: x = -0.875975, y = 6.06535
Position: x = -0.895756, y = 6.06702
Position: x = -0.915623, y = 6.06827
Position: x = -0.935487, y = 6.06924
Position: x = -0.955376, y = 6.06989
Position: x = -0.975445, y = 6.07004
Position: x = -0.995424, y = 6.07001
Position: x = -1.01544, y = 6.06975
Position: x = -1.03537, y = 6.06938
Position: x = -1.05522, y = 6.06889
Position: x = -1.07515, y = 6.06812
Position: x = -1.09511, y = 6.06714
Position: x = -1.1152, y = 6.06589
Position: x = -1.13508, y = 6.06471
Position: x = -1.15496, y = 6.06339
Position: x = -1.17481, y = 6.06194
Position: x = -1.19478, y = 6.06025
Position: x = -1.21484, y = 6.05836
Position: x = -1.23469, y = 6.05657
Position: x = -1.25467, y = 6.05454
Position: x = -1.27445, y = 6.0526
Position: x = -1.29423, y = 6.05055
Position: x = -1.31406, y = 6.04837
Position: x = -1.33409, y = 6.04596
Position: x = -1.354, y = 6.0436
Position: x = -1.37391, y = 6.04132
Position: x = -1.39373, y = 6.03913
Position: x = -1.41366, y = 6.03689
Position: x = -1.43379, y = 6.03463
Position: x = -1.45375, y = 6.03247
Position: x = -1.47386, y = 6.03046
Position: x = -1.49391, y = 6.02846
Position: x = -1.51398, y = 6.02645
Position: x = -1.53427, y = 6.02447
Position: x = -1.55459, y = 6.02266
Position: x = -1.57493, y = 6.0211
Position: x = -1.59537, y = 6.01991
Position: x = -1.61577, y = 6.01897
Position: x = -1.6361, y = 6.01823
Position: x = -1.65631, y = 6.01768
Position: x = -1.67654, y = 6.01747
Position: x = -1.69667, y = 6.01746
Position: x = -1.71685, y = 6.0178
Position: x = -1.73691, y = 6.01828
Position: x = -1.75706, y = 6.0191
Position: x = -1.77715, y = 6.02017
Position: x = -1.79711, y = 6.02115
Position: x = -1.81721, y = 6.02228
Position: x = -1.83709, y = 6.02323
Position: x = -1.85704, y = 6.02423
Position: x = -1.87712, y = 6.0254
Position: x = -1.89714, y = 6.0265
Position: x = -1.91712, y = 6.02755
Position: x = -1.93712, y = 6.02865
Position: x = -1.95703, y = 6.02966
Position: x = -1.97704, y = 6.03069
Position: x = -1.99707, y = 6.03174
Position: x = -2.01711, y = 6.03283
Position: x = -2.03706, y = 6.03387
Position: x = -2.05697, y = 6.03492
Position: x = -2.07693, y = 6.03605
Position: x = -2.09707, y = 6.03736
Position: x = -2.11709, y = 6.03855
Position: x = -2.1371, y = 6.03981
Position: x = -2.15702, y = 6.04105
Position: x = -2.1771, y = 6.04236
Position: x = -2.19724, y = 6.04367
Position: x = -2.21723, y = 6.04504
Position: x = -2.23736, y = 6.04626
Position: x = -2.25752, y = 6.04724
Position: x = -2.27769, y = 6.04799
Position: x = -2.29774, y = 6.04861
Position: x = -2.31776, y = 6.04897
Position: x = -2.3377, y = 6.04908
Position: x = -2.35754, y = 6.04892
Position: x = -2.37739, y = 6.04836
Position: x = -2.39727, y = 6.04733
Position: x = -2.41716, y = 6.04583
Position: x = -2.43686, y = 6.04408
Position: x = -2.45657, y = 6.04172
Position: x = -2.47615, y = 6.03896
Position: x = -2.49562, y = 6.03565
Position: x = -2.51494, y = 6.03182
Position: x = -2.53414, y = 6.02741
Position: x = -2.55319, y = 6.02242
Position: x = -2.5721, y = 6.01678
Position: x = -2.59073, y = 6.01067
Position: x = -2.60914, y = 6.00382
Position: x = -2.62718, y = 5.99643
Position: x = -2.64488, y = 5.98842
Position: x = -2.66243, y = 5.97954
Position: x = -2.67949, y = 5.9701
Position: x = -2.6962, y = 5.95994
Position: x = -2.71239, y = 5.94929
Position: x = -2.72828, y = 5.93777
Position: x = -2.74355, y = 5.92578
Position: x = -2.75844, y = 5.91306
Position: x = -2.7727, y = 5.89993
Position: x = -2.78648, y = 5.8861
Position: x = -2.79975, y = 5.87167
Position: x = -2.81244, y = 5.85691
Position: x = -2.82475, y = 5.84168
Position: x = -2.83656, y = 5.82614
Position: x = -2.84794, y = 5.81022
Position: x = -2.85881, y = 5.79399
Position: x = -2.86934, y = 5.7773
Position: x = -2.87924, y = 5.76042
Position: x = -2.88861, y = 5.74328
Position: x = -2.89745, y = 5.72583
Position: x = -2.90587, y = 5.70804
Position: x = -2.91384, y = 5.69005
Position: x = -2.9213, y = 5.67193
Position: x = -2.92828, y = 5.65363
Position: x = -2.93484, y = 5.63507
Position: x = -2.94099, y = 5.61627
Position: x = -2.9467, y = 5.59741
Position: x = -2.95211, y = 5.57826
Position: x = -2.95709, y = 5.55923
Position: x = -2.9616, y = 5.53992
Position: x = -2.96593, y = 5.52049
Position: x = -2.97015, y = 5.501
Position: x = -2.97414, y = 5.48157
Position: x = -2.97809, y = 5.46201
Position: x = -2.98192, y = 5.44247
Position: x = -2.98575, y = 5.42286
Position: x = -2.98962, y = 5.40316
Position: x = -2.99341, y = 5.38355
Position: x = -2.99714, y = 5.36401
Position: x = -3.00105, y = 5.34437
Position: x = -3.005, y = 5.32476
Position: x = -3.0089, y = 5.30524
Position: x = -3.01298, y = 5.28554
Position: x = -3.01678, y = 5.2661
Position: x = -3.02056, y = 5.24654
Position: x = -3.02451, y = 5.22683
Position: x = -3.02839, y = 5.20719
Position: x = -3.03223, y = 5.18759
Position: x = -3.03612, y = 5.16795
Position: x = -3.03982, y = 5.14852
Position: x = -3.0437, y = 5.1289
Position: x = -3.04752, y = 5.10928
Position: x = -3.0512, y = 5.08973
Position: x = -3.05485, y = 5.07009
Position: x = -3.05831, y = 5.05055
Position: x = -3.06168, y = 5.03097
Position: x = -3.06512, y = 5.01122
Position: x = -3.06838, y = 4.99153
Position: x = -3.07146, y = 4.97193
Position: x = -3.07459, y = 4.95216
Position: x = -3.07751, y = 4.93257
Position: x = -3.0804, y = 4.91282
Position: x = -3.0832, y = 4.89305
Position: x = -3.08586, y = 4.87334
Position: x = -3.08843, y = 4.85367
Position: x = -3.09094, y = 4.83389
Position: x = -3.09342, y = 4.81398
Position: x = -3.09572, y = 4.79419
Position: x = -3.09795, y = 4.77426
Position: x = -3.0999, y = 4.75451
Position: x = -3.10172, y = 4.73443
Position: x = -3.10337, y = 4.71464
Position: x = -3.1049, y = 4.69466
Position: x = -3.10637, y = 4.67469
Position: x = -3.10766, y = 4.6547
Position: x = -3.10889, y = 4.63472
Position: x = -3.11, y = 4.61468
Position: x = -3.111, y = 4.59474
Position: x = -3.11192, y = 4.57478
Position: x = -3.11295, y = 4.55469
Position: x = -3.11394, y = 4.53469
Position: x = -3.11506, y = 4.51459
Position: x = -3.11623, y = 4.49453
Position: x = -3.11748, y = 4.47451
Position: x = -3.11893, y = 4.45447
Position: x = -3.12048, y = 4.43449
Position: x = -3.1221, y = 4.41453
Position: x = -3.12386, y = 4.39451
Position: x = -3.12558, y = 4.3746
Position: x = -3.12747, y = 4.35462
Position: x = -3.12935, y = 4.33472
Position: x = -3.13121, y = 4.3149
Position: x = -3.1333, y = 4.29488
Position: x = -3.13521, y = 4.27506
Position: x = -3.13713, y = 4.25515
Position: x = -3.13895, y = 4.23527
Position: x = -3.14073, y = 4.2154
Position: x = -3.14249, y = 4.19552
Position: x = -3.14444, y = 4.17549
Position: x = -3.14631, y = 4.1556
Position: x = -3.14832, y = 4.13564
Position: x = -3.15042, y = 4.1157
Position: x = -3.15263, y = 4.0958
Position: x = -3.1552, y = 4.07572
Position: x = -3.1578, y = 4.05581
Position: x = -3.16066, y = 4.03588
Position: x = -3.16376, y = 4.01598
Position: x = -3.16716, y = 3.9961
Position: x = -3.17089, y = 3.97624
Position: x = -3.17495, y = 3.95641
Position: x = -3.17931, y = 3.9367
Position: x = -3.18411, y = 3.91702
Position: x = -3.18927, y = 3.89749
Position: x = -3.19496, y = 3.87794
Position: x = -3.20096, y = 3.8586
Position: x = -3.2074, y = 3.83934
Position: x = -3.21421, y = 3.82027
Position: x = -3.22136, y = 3.80137
Position: x = -3.22883, y = 3.78264
Position: x = -3.23676, y = 3.76399
Position: x = -3.24506, y = 3.7455
Position: x = -3.25362, y = 3.72722
Position: x = -3.26255, y = 3.70899
Position: x = -3.2716, y = 3.69109
Position: x = -3.28103, y = 3.67324
Position: x = -3.29081, y = 3.65556
Position: x = -3.30073, y = 3.63802
Position: x = -3.31082, y = 3.62054
Position: x = -3.32097, y = 3.60326
Position: x = -3.33131, y = 3.58602
Position: x = -3.34176, y = 3.56892
Position: x = -3.35244, y = 3.55184
Position: x = -3.36323, y = 3.53487
Position: x = -3.37406, y = 3.51804
Position: x = -3.38505, y = 3.50118
Position: x = -3.39595, y = 3.48454
Position: x = -3.40695, y = 3.46787
Position: x = -3.418, y = 3.45117
Position: x = -3.42892, y = 3.4346
Position: x = -3.43979, y = 3.41801
Position: x = -3.45059, y = 3.40141
Position: x = -3.46134, y = 3.38474
Position: x = -3.47198, y = 3.36803
Position: x = -3.48252, y = 3.35124
Position: x = -3.49286, y = 3.33441
Position: x = -3.50302, y = 3.3175
Position: x = -3.51289, y = 3.30059
Position: x = -3.52275, y = 3.28335
Position: x = -3.53238, y = 3.26598
Position: x = -3.54168, y = 3.24855
Position: x = -3.55066, y = 3.23102
Position: x = -3.55942, y = 3.21326
Position: x = -3.56768, y = 3.19556
Position: x = -3.57566, y = 3.17754
Position: x = -3.58322, y = 3.15927
Position: x = -3.59057, y = 3.14081
Position: x = -3.59758, y = 3.1224
Position: x = -3.60435, y = 3.10388
Position: x = -3.61094, y = 3.08518
Position: x = -3.61721, y = 3.06643
Position: x = -3.62313, y = 3.04764
Position: x = -3.62885, y = 3.02857
Position: x = -3.63413, y = 3.00962
Position: x = -3.63912, y = 2.9905
Position: x = -3.64371, y = 2.97125
Position: x = -3.64829, y = 2.95178
Position: x = -3.65259, y = 2.93245
Position: x = -3.65681, y = 2.91305
Position: x = -3.66095, y = 2.89357
Position: x = -3.66496, y = 2.87409
Position: x = -3.66881, y = 2.8546
Position: x = -3.67276, y = 2.83492
Position: x = -3.67645, y = 2.81542
Position: x = -3.68017, y = 2.79585
Position: x = -3.68396, y = 2.77622
Position: x = -3.68774, y = 2.75662
Position: x = -3.69141, y = 2.73708
Position: x = -3.69503, y = 2.71752
Position: x = -3.69858, y = 2.69797
Position: x = -3.70203, y = 2.67841
Position: x = -3.70539, y = 2.65883
Position: x = -3.70865, y = 2.63911
Position: x = -3.71173, y = 2.61955
Position: x = -3.71457, y = 2.59983
Position: x = -3.7172, y = 2.58007
Position: x = -3.71961, y = 2.56036
Position: x = -3.72189, y = 2.5404
Position: x = -3.72393, y = 2.52064
Position: x = -3.72577, y = 2.50073
Position: x = -3.7275, y = 2.48087
Position: x = -3.72915, y = 2.46096
Position: x = -3.73083, y = 2.44091
Position: x = -3.73232, y = 2.42104
Position: x = -3.73397, y = 2.40094
Position: x = -3.73535, y = 2.38115
Position: x = -3.73691, y = 2.36118
Position: x = -3.73863, y = 2.34112
Position: x = -3.74037, y = 2.32113
Position: x = -3.74231, y = 2.30106
Position: x = -3.74425, y = 2.28116
Position: x = -3.74642, y = 2.26122
Position: x = -3.74899, y = 2.2411
Position: x = -3.7517, y = 2.2211
Position: x = -3.75466, y = 2.20112
Position: x = -3.75792, y = 2.18119
Position: x = -3.76137, y = 2.1614
Position: x = -3.7653, y = 2.14154
Position: x = -3.76964, y = 2.12172
Position: x = -3.77438, y = 2.10203
Position: x = -3.77934, y = 2.08248
Position: x = -3.78466, y = 2.06295
Position: x = -3.79013, y = 2.04364
Position: x = -3.79593, y = 2.02437
Position: x = -3.80216, y = 2.00515
Position: x = -3.80845, y = 1.98604
Position: x = -3.8148, y = 1.96705
Position: x = -3.82136, y = 1.94802
Position: x = -3.82787, y = 1.92923
Position: x = -3.83467, y = 1.91034
Position: x = -3.84156, y = 1.89149
Position: x = -3.84845, y = 1.87276
Position: x = -3.85554, y = 1.85395
Position: x = -3.86253, y = 1.83538
Position: x = -3.86988, y = 1.81658
Position: x = -3.8772, y = 1.79788
Position: x = -3.88452, y = 1.77926
Position: x = -3.89182, y = 1.76071
Position: x = -3.89931, y = 1.74205
Position: x = -3.90663, y = 1.72362
Position: x = -3.9142, y = 1.70507
Position: x = -3.92191, y = 1.68652
Position: x = -3.92965, y = 1.66808
Position: x = -3.9376, y = 1.64957
Position: x = -3.94546, y = 1.6313
Position: x = -3.95342, y = 1.61303
Position: x = -3.9615, y = 1.59473
Position: x = -3.96952, y = 1.57652
Position: x = -3.97747, y = 1.55836
Position: x = -3.98552, y = 1.54008
Position: x = -3.99338, y = 1.52192
Position: x = -4.00123, y = 1.50367
Position: x = -4.00903, y = 1.48533
Position: x = -4.01663, y = 1.46704
Position: x = -4.02405, y = 1.44872
Position: x = -4.03136, y = 1.43027
Position: x = -4.03842, y = 1.41181
Position: x = -4.04524, y = 1.39328
Position: x = -4.05181, y = 1.37466
Position: x = -4.05827, y = 1.35583
Position: x = -4.0643, y = 1.33709
Position: x = -4.07014, y = 1.31822
Position: x = -4.0757, y = 1.29934
Position: x = -4.08119, y = 1.28016
Position: x = -4.08629, y = 1.2611
Position: x = -4.09118, y = 1.24195
Position: x = -4.09589, y = 1.22275
Position: x = -4.10063, y = 1.20331
Position: x = -4.10512, y = 1.18396
Position: x = -4.10947, y = 1.16462
Position: x = -4.11377, y = 1.14517
Position: x = -4.11807, y = 1.12566
Position: x = -4.12227, y = 1.1062
Position: x = -4.12659, y = 1.08659
Position: x = -4.13077, y = 1.06715
Position: x = -4.13504, y = 1.04766
Position: x = -4.13953, y = 1.02804
Position: x = -4.14408, y = 1.00847
Position: x = -4.14866, y = 0.989009
Position: x = -4.15359, y = 0.969384
Position: x = -4.15841, y = 0.95008
Position: x = -4.16363, y = 0.93068
Position: x = -4.16905, y = 0.911348
Position: x = -4.17447, y = 0.8921
Position: x = -4.17995, y = 0.872867
Position: x = -4.18545, y = 0.853693
Position: x = -4.19101, y = 0.834537
Position: x = -4.19679, y = 0.815232
Position: x = -4.20259, y = 0.796015
Position: x = -4.2084, y = 0.776922
Position: x = -4.21449, y = 0.75772
Position: x = -4.22061, y = 0.738731
Position: x = -4.22704, y = 0.719674
Position: x = -4.23363, y = 0.700677
Position: x = -4.24029, y = 0.681798
Position: x = -4.24707, y = 0.662945
Position: x = -4.25386, y = 0.644209
Position: x = -4.26071, y = 0.625494
Position: x = -4.2677, y = 0.606688
Position: x = -4.27461, y = 0.587979
Position: x = -4.28139, y = 0.569367
Position: x = -4.28818, y = 0.550675
Position: x = -4.29488, y = 0.531984
Position: x = -4.30166, y = 0.513187
Position: x = -4.30835, y = 0.494461
Position: x = -4.31518, y = 0.475625
Position: x = -4.32186, y = 0.457034
Position: x = -4.32885, y = 0.438181
Position: x = -4.33576, y = 0.419406
Position: x = -4.34266, y = 0.400676
Position: x = -4.34955, y = 0.381973
Position: x = -4.35652, y = 0.363239
Position: x = -4.3633, y = 0.344696
Position: x = -4.37021, y = 0.326
Position: x = -4.37715, y = 0.307238
Position: x = -4.384, y = 0.288536
Position: x = -4.39078, y = 0.26985
Position: x = -4.39759, y = 0.251124
Position: x = -4.40441, y = 0.232429
Position: x = -4.41127, y = 0.213742
Position: x = -4.41829, y = 0.19496
Position: x = -4.42521, y = 0.176343
Position: x = -4.43226, y = 0.157627
Position: x = -4.43914, y = 0.139081
Position: x = -4.44609, y = 0.120428
Position: x = -4.45298, y = 0.101779
Position: x = -4.45989, y = 0.0830294
Position: x = -4.46666, y = 0.064364
Position: x = -4.47348, y = 0.0456179
Position: x = -4.48032, y = 0.0268495
Position: x = -4.48718, y = 0.00811757
Position: x = -4.49413, y = -0.0106459
Position: x = -4.50116, y = -0.0293849
Position: x = -4.50821, y = -0.0479986
Position: x = -4.51545, y = -0.066625
Position: x = -4.52279, y = -0.0851936
Position: x = -4.5302, y = -0.103648
Position: x = -4.53784, y = -0.122168
Position: x = -4.54545, y = -0.140536
Position: x = -4.55317, y = -0.158913
Position: x = -4.56094, y = -0.177278
Position: x = -4.56867, y = -0.195567
Position: x = -4.57635, y = -0.213826
Position: x = -4.58408, y = -0.232182
Position: x = -4.5916, y = -0.250402
Position: x = -4.59915, y = -0.268753
Position: x = -4.60663, y = -0.287206
Position: x = -4.61399, y = -0.305676
Position: x = -4.62115, y = -0.324083
Position: x = -4.62825, y = -0.342584
Position: x = -4.63534, y = -0.361212
Position: x = -4.64229, y = -0.379824
Position: x = -4.64902, y = -0.398383
Position: x = -4.6558, y = -0.417188
Position: x = -4.66223, y = -0.435778
Position: x = -4.66863, y = -0.454612
Position: x = -4.6749, y = -0.473502
Position: x = -4.68126, y = -0.492503
Position: x = -4.68741, y = -0.511314
Position: x = -4.69361, y = -0.53019
Position: x = -4.69996, y = -0.549211
Position: x = -4.70617, y = -0.568154
Position: x = -4.71221, y = -0.586992
Position: x = -4.71833, y = -0.605994
Position: x = -4.72425, y = -0.624869
Position: x = -4.73022, y = -0.643894
Position: x = -4.7361, y = -0.662913
Position: x = -4.74205, y = -0.682051
Position: x = -4.7478, y = -0.701012
Position: x = -4.75366, y = -0.72006
Position: x = -4.7597, y = -0.73924
Position: x = -4.76577, y = -0.758363
Position: x = -4.77184, y = -0.777383
Position: x = -4.77817, y = -0.796508
Position: x = -4.78444, y = -0.815377
Position: x = -4.79104, y = -0.834371
Position: x = -4.79776, y = -0.853262
Position: x = -4.8045, y = -0.871932
Position: x = -4.81159, y = -0.89069
Position: x = -4.81873, y = -0.909247
Position: x = -4.82625, y = -0.927884
Position: x = -4.83393, y = -0.946474
Position: x = -4.84165, y = -0.964917
Position: x = -4.84957, y = -0.983351
Position: x = -4.85747, y = -1.00157
Position: x = -4.86564, y = -1.01977
Position: x = -4.87365, y = -1.03779
Position: x = -4.88185, y = -1.05596
Position: x = -4.89011, y = -1.07416
Position: x = -4.89835, y = -1.09231
Position: x = -4.90657, y = -1.11039
Position: x = -4.91479, y = -1.12848
Position: x = -4.92297, y = -1.14654
Position: x = -4.93115, y = -1.16461
Position: x = -4.93946, y = -1.18281
Position: x = -4.94762, y = -1.20088
Position: x = -4.95579, y = -1.21901
Position: x = -4.96386, y = -1.2371
Position: x = -4.97192, y = -1.25527
Position: x = -4.97983, y = -1.27341
Position: x = -4.98783, y = -1.29172
Position: x = -4.99555, y = -1.30989
Position: x = -5.00318, y = -1.32813
Position: x = -5.01065, y = -1.3464
Position: x = -5.0181, y = -1.36488
Position: x = -5.02522, y = -1.38329
Position: x = -5.03207, y = -1.40172
Position: x = -5.03867, y = -1.42025
Position: x = -5.04504, y = -1.43885
Position: x = -5.05121, y = -1.45768
Position: x = -5.05695, y = -1.47643
Position: x = -5.06238, y = -1.49529
Position: x = -5.06752, y = -1.51423
Position: x = -5.07232, y = -1.53349
Position: x = -5.07689, y = -1.55271
Position: x = -5.08107, y = -1.57217
Position: x = -5.08516, y = -1.59161
Position: x = -5.08871, y = -1.61129
Position: x = -5.09171, y = -1.63107
Position: x = -5.09421, y = -1.65083
Position: x = -5.09611, y = -1.67065
Position: x = -5.0975, y = -1.69039
Position: x = -5.09829, y = -1.71008
Position: x = -5.09824, y = -1.72991
Position: x = -5.09763, y = -1.74958
Position: x = -5.0962, y = -1.76929
Position: x = -5.0942, y = -1.78883
Position: x = -5.09143, y = -1.80832
Position: x = -5.08803, y = -1.82766
Position: x = -5.08398, y = -1.84684
Position: x = -5.07915, y = -1.86591
Position: x = -5.07383, y = -1.88476
Position: x = -5.06793, y = -1.90354
Position: x = -5.06151, y = -1.9222
Position: x = -5.05468, y = -1.94065
Position: x = -5.04722, y = -1.95902
Position: x = -5.03944, y = -1.97719
Position: x = -5.03145, y = -1.99538
Position: x = -5.02346, y = -2.01348
Position: x = -5.01538, y = -2.03159
Position: x = -5.00712, y = -2.04979
Position: x = -4.99896, y = -2.06784
Position: x = -4.99057, y = -2.08594
Position: x = -4.98222, y = -2.10386
Position: x = -4.97376, y = -2.12165
Position: x = -4.96518, y = -2.13931
Position: x = -4.95624, y = -2.15706
Position: x = -4.94709, y = -2.17471
Position: x = -4.93791, y = -2.1921
Position: x = -4.92838, y = -2.2094
Position: x = -4.91867, y = -2.22646
Position: x = -4.90868, y = -2.2433
Position: x = -4.8981, y = -2.26028
Position: x = -4.88749, y = -2.2772
Position: x = -4.87706, y = -2.29392
Position: x = -4.8665, y = -2.31074
Position: x = -4.85594, y = -2.32755
Position: x = -4.84541, y = -2.34428
Position: x = -4.83477, y = -2.36108
Position: x = -4.82416, y = -2.37783
Position: x = -4.81346, y = -2.39465
Position: x = -4.80285, y = -2.41139
Position: x = -4.79222, y = -2.42811
Position: x = -4.78159, y = -2.44478
Position: x = -4.77082, y = -2.46151
Position: x = -4.75999, y = -2.47821
Position: x = -4.74923, y = -2.49474
Position: x = -4.73833, y = -2.51119
Position: x = -4.72727, y = -2.52762
Position: x = -4.71613, y = -2.54384
Position: x = -4.70488, y = -2.5599
Position: x = -4.69334, y = -2.57591
Position: x = -4.68159, y = -2.59178
